sensor_node_ID, campaignTimestamp, timestamp, X, Y, Z
idacrpi3,2021-06-29 13:42:21.790,2021-06-29 13:43:32.281,0.0037501984126982885,-0.014257599206349267,0.014392988591269251
idacrpi3,2021-06-29 13:42:21.790,2021-06-29 13:43:32.301,0.0037501984126982885,0.024804900793650733,0.006580488591269251
idacrpi3,2021-06-29 13:42:21.790,2021-06-29 13:43:32.321,-0.0040623015873017115,-0.05332009920634927,-0.009044511408730749
idacrpi3,2021-06-29 13:42:21.790,2021-06-29 13:43:32.341,-0.01968730158730171,-0.006445099206349267,-0.06373201140873075
idacrpi3,2021-06-29 13:42:21.790,2021-06-29 13:43:32.361,-0.03531230158730171,-0.014257599206349267,0.07689298859126925
idacrpi3,2021-06-29 13:42:21.790,2021-06-29 13:43:32.381,-0.0040623015873017115,-0.006445099206349267,0.014392988591269251
idacrpi3,2021-06-29 13:42:21.790,2021-06-29 13:43:32.401,0.011562698412698288,-0.08457009920634927,0.04564298859126925
idacrpi3,2021-06-29 13:42:21.790,2021-06-29 13:43:32.421,-0.1681248015873017,0.05605490079365073,0.05345548859126925
idacrpi3,2021-06-29 13:42:21.790,2021-06-29 13:43:32.441,-0.0040623015873017115,0.009179900793650733,0.11595548859126925
idacrpi3,2021-06-29 13:42:21.790,2021-06-29 13:43:32.461,0.0037501984126982885,0.024804900793650733,-0.05591951140873075
idacrpi3,2021-06-29 13:42:21.790,2021-06-29 13:43:32.481,0.03500019841269829,0.07167990079365073,0.03783048859126925
idacrpi3,2021-06-29 13:42:21.790,2021-06-29 13:43:32.501,0.02718769841269829,0.03261740079365073,0.02220548859126925
idacrpi3,2021-06-29 13:42:21.790,2021-06-29 13:43:32.521,0.01937519841269829,0.03261740079365073,-0.04029451140873075
idacrpi3,2021-06-29 13:42:21.790,2021-06-29 13:43:32.541,0.04281269841269829,0.0013674007936507332,-0.009044511408730749
idacrpi3,2021-06-29 13:42:21.790,2021-06-29 13:43:32.561,0.02718769841269829,-0.014257599206349267,-0.0012320114087307488
idacrpi3,2021-06-29 13:42:21.790,2021-06-29 13:43:32.581,0.1521876984126983,0.0013674007936507332,0.03001798859126925
idacrpi3,2021-06-29 13:42:21.790,2021-06-29 13:43:32.601,0.011562698412698288,-0.13925759920634928,0.04564298859126925
idacrpi3,2021-06-29 13:42:21.790,2021-06-29 13:43:32.621,-0.02749980158730171,0.024804900793650733,-0.03248201140873075
