sensor_node_ID,campaign_timestamp,timestamp,Acceleration Ch1,Acceleration Ch2,offset
Digiducer,2021-06-29 13:42:21.790,2021-06-29 13:42:21.790,0.0,0.0,0.0
Digiducer,2021-06-29 13:42:21.790,2021-06-29 13:42:21.790,0.0,0.0,0.02
Digiducer,2021-06-29 13:42:21.790,2021-06-29 13:42:21.790,0.009311752999986128,0.0046413559999930855,0.04
Digiducer,2021-06-29 13:42:21.790,2021-06-29 13:42:21.790,0.1454925000000069,0.07251936000000345,0.06
Digiducer,2021-06-29 13:42:21.790,2021-06-29 13:42:21.790,0.016919779999978995,0.008433505999989531,0.08
Digiducer,2021-06-29 13:42:21.790,2021-06-29 13:42:21.790,0.035748910000001764,0.017818710000000883,0.1
Digiducer,2021-06-29 13:42:21.790,2021-06-29 13:42:21.790,-0.0245277999999734,-0.012225649999986741,0.12
Digiducer,2021-06-29 13:42:21.790,2021-06-29 13:42:21.790,-0.01154422,-0.005754111,0.14
Digiducer,2021-06-29 13:42:21.790,2021-06-29 13:42:21.790,-0.08662574000001441,-0.043177790000007175,0.16
Digiducer,2021-06-29 13:42:21.790,2021-06-29 13:42:21.790,-0.014922299999960925,-0.007437882999980524,0.18
Digiducer,2021-06-29 13:42:21.790,2021-06-29 13:42:21.790,-0.0012924829999588626,-0.0006442260999794955,0.2
Digiducer,2021-06-29 13:42:21.790,2021-06-29 13:42:21.790,-0.029932730000035542,-0.014919690000017714,0.22
Digiducer,2021-06-29 13:42:21.790,2021-06-29 13:42:21.790,0.07613899999998706,0.03795077999999356,0.24
Digiducer,2021-06-29 13:42:21.790,2021-06-29 13:42:21.790,-0.05028934000003004,-0.025066250000014976,0.26
Digiducer,2021-06-29 13:42:21.790,2021-06-29 13:42:21.790,0.05219869,0.02601795,0.28
Digiducer,2021-06-29 13:42:21.790,2021-06-29 13:42:21.790,-0.05936609999999999,-0.02959048,0.3
Digiducer,2021-06-29 13:42:21.790,2021-06-29 13:42:21.790,0.03636577000000513,0.01812618000000256,0.32
Digiducer,2021-06-29 13:42:21.790,2021-06-29 13:42:21.790,-0.003877449000058152,-0.0019326780000289852,0.34
Digiducer,2021-06-29 13:42:21.790,2021-06-29 13:42:21.790,0.033487059999966796,0.01669130999998345,0.36
Digiducer,2021-06-29 13:42:21.790,2021-06-29 13:42:21.790,-0.01130922999995588,-0.00563697899997801,0.38
Digiducer,2021-06-29 13:42:21.790,2021-06-29 13:42:21.790,0.0005874923000958498,0.0002928301000477754,0.4
Digiducer,2021-06-29 13:42:21.790,2021-06-29 13:42:21.790,-0.02388156,-0.01190354,0.42
Digiducer,2021-06-29 13:42:21.790,2021-06-29 13:42:21.790,0.03319330999998982,0.016544899999994925,0.44
Digiducer,2021-06-29 13:42:21.790,2021-06-29 13:42:21.790,-0.0492318499999601,-0.024539159999980114,0.46
Digiducer,2021-06-29 13:42:21.790,2021-06-29 13:42:21.790,-0.08521575999997413,-0.042474999999987106,0.48
Digiducer,2021-06-29 13:42:21.790,2021-06-29 13:42:21.790,-0.010986109999938638,-0.005475921999969414,0.5
Digiducer,2021-06-29 13:42:21.790,2021-06-29 13:42:21.790,-0.04100695999987774,-0.020439539999939058,0.52
Digiducer,2021-06-29 13:42:21.790,2021-06-29 13:42:21.790,0.00916487999993717,0.0045681489999686836,0.54
Digiducer,2021-06-29 13:42:21.790,2021-06-29 13:42:21.790,-0.04638252,-0.02311893,0.56
Digiducer,2021-06-29 13:42:21.790,2021-06-29 13:42:21.790,0.04846810999990947,0.024158479999954876,0.58
Digiducer,2021-06-29 13:42:21.790,2021-06-29 13:42:21.790,-0.0116911,-0.005827318000000001,0.6
Digiducer,2021-06-29 13:42:21.790,2021-06-29 13:42:21.790,0.04124196,0.02055667,0.62
Digiducer,2021-06-29 13:42:21.790,2021-06-29 13:42:21.790,-0.02335282000009796,-0.011639990000048827,0.64
Digiducer,2021-06-29 13:42:21.790,2021-06-29 13:42:21.790,0.07572776000004476,0.03774579000002231,0.66
