sensor_node_ID,campaignTimestamp,timestamp,X,Y,Z
4,"""2021-06-15T09:43:58.000Z""","""2021-06-15T09:43:58.495Z""",0.113700521,0.021026042,0.05209375
4,"""2021-06-15T09:43:58.000Z""","""2021-06-15T09:43:58.515Z""",-0.034736979,0.013213542,-0.01821875
4,"""2021-06-15T09:43:58.000Z""","""2021-06-15T09:43:58.535Z""",0.059013021,0.060088542,0.05990625
4,"""2021-06-15T09:43:58.000Z""","""2021-06-15T09:43:58.555Z""",0.035575521,-0.064911458,0.08334375
4,"""2021-06-15T09:43:58.000Z""","""2021-06-15T09:43:58.575Z""",-0.003486979,-0.103973958,0.04428125
4,"""2021-06-15T09:43:58.000Z""","""2021-06-15T09:43:58.595Z""",-0.175361979,0.021026042,0.05209375
4,"""2021-06-15T09:43:58.000Z""","""2021-06-15T09:43:58.615Z""",-0.058174479,-0.041473958,0.05209375
4,"""2021-06-15T09:43:58.000Z""","""2021-06-15T09:43:58.635Z""",0.027763021,0.013213542,0.08334375
4,"""2021-06-15T09:43:58.000Z""","""2021-06-15T09:43:58.655Z""",-0.073799479,0.021026042,-0.01821875
4,"""2021-06-15T09:43:58.000Z""","""2021-06-15T09:43:58.675Z""",-0.011299479,0.021026042,-0.03384375
4,"""2021-06-15T09:43:58.000Z""","""2021-06-15T09:43:58.695Z""",-0.026924479,0.052276042,-0.01040625
4,"""2021-06-15T09:43:58.000Z""","""2021-06-15T09:43:58.715Z""",0.027763021,0.099151042,0.08334375
4,"""2021-06-15T09:43:58.000Z""","""2021-06-15T09:43:58.735Z""",0.059013021,-0.018036458,0.02865625
4,"""2021-06-15T09:43:58.000Z""","""2021-06-15T09:43:58.755Z""",0.004325521,-0.103973958,0.11459375
4,"""2021-06-15T09:43:58.000Z""","""2021-06-15T09:43:58.775Z""",0.004325521,0.021026042,-0.08071875
4,"""2021-06-15T09:43:58.000Z""","""2021-06-15T09:43:58.795Z""",0.105888021,0.021026042,0.16146875
4,"""2021-06-15T09:43:58.000Z""","""2021-06-15T09:43:58.815Z""",-0.183174479,0.060088542,0.02865625
4,"""2021-06-15T09:43:58.000Z""","""2021-06-15T09:43:58.835Z""",0.019950521,-0.049286458,-0.01821875
4,"""2021-06-15T09:43:58.000Z""","""2021-06-15T09:43:58.855Z""",0.043388021,0.013213542,-0.00259375
4,"""2021-06-15T09:43:58.000Z""","""2021-06-15T09:43:58.875Z""",0.059013021,0.005401042,0.07553125
4,"""2021-06-15T09:43:58.000Z""","""2021-06-15T09:43:58.895Z""",0.059013021,-0.088348958,0.06771875
4,"""2021-06-15T09:43:58.000Z""","""2021-06-15T09:43:58.915Z""",0.035575521,0.028838542,0.02084375
4,"""2021-06-15T09:43:58.000Z""","""2021-06-15T09:43:58.935Z""",-0.023018229,-0.010223958,0.00521875
4,"""2021-06-15T09:43:58.000Z""","""2021-06-15T09:43:58.955Z""",0.012138021,-0.025848958,0.01303125
4,"""2021-06-15T09:43:58.000Z""","""2021-06-15T09:43:58.975Z""",-0.011299479,0.075713542,0.05209375
4,"""2021-06-15T09:43:58.000Z""","""2021-06-15T09:43:58.995Z""",-0.015205729,0.013213542,0.0325625
4,"""2021-06-15T09:43:58.000Z""","""2021-06-15T09:43:59.015Z""",-0.026924479,-0.018036458,-0.08853125
4,"""2021-06-15T09:43:58.000Z""","""2021-06-15T09:43:59.035Z""",0.004325521,0.028838542,0.06771875
4,"""2021-06-15T09:43:58.000Z""","""2021-06-15T09:43:59.055Z""",-0.026924479,0.021026042,-0.01040625
4,"""2021-06-15T09:43:58.000Z""","""2021-06-15T09:43:59.075Z""",-0.003486979,0.013213542,0.03646875
4,"""2021-06-15T09:43:58.000Z""","""2021-06-15T09:43:59.095Z""",0.043388021,0.044463542,0.04428125
4,"""2021-06-15T09:43:58.000Z""","""2021-06-15T09:43:59.115Z""",0.016044271,-0.021942708,0.0325625
4,"""2021-06-15T09:43:58.000Z""","""2021-06-15T09:43:59.135Z""",0.023856771,0.036651042,0.04428125
4,"""2021-06-15T09:43:58.000Z""","""2021-06-15T09:43:59.155Z""",0.008231771,0.005401042,0.08334375
4,"""2021-06-15T09:43:58.000Z""","""2021-06-15T09:43:59.175Z""",0.019950521,0.021026042,0.03646875
4,"""2021-06-15T09:43:58.000Z""","""2021-06-15T09:43:59.195Z""",0.004325521,-0.064911458,0.04428125
4,"""2021-06-15T09:43:58.000Z""","""2021-06-15T09:43:59.215Z""",0.043388021,0.036651042,0.01303125
4,"""2021-06-15T09:43:58.000Z""","""2021-06-15T09:43:59.235Z""",-0.073799479,0.021026042,0.05209375
4,"""2021-06-15T09:43:58.000Z""","""2021-06-15T09:43:59.255Z""",-0.034736979,0.060088542,0.01303125
4,"""2021-06-15T09:43:58.000Z""","""2021-06-15T09:43:59.275Z""",-0.058174479,0.028838542,0.0325625
4,"""2021-06-15T09:43:58.000Z""","""2021-06-15T09:43:59.295Z""",0.035575521,-0.100067708,-0.00259375
4,"""2021-06-15T09:43:58.000Z""","""2021-06-15T09:43:59.315Z""",0.051200521,-0.057098958,0.00521875
4,"""2021-06-15T09:43:58.000Z""","""2021-06-15T09:43:59.335Z""",-0.015205729,0.009307292,-0.00259375
4,"""2021-06-15T09:43:58.000Z""","""2021-06-15T09:43:59.355Z""",-0.003486979,-0.018036458,0.05209375
4,"""2021-06-15T09:43:58.000Z""","""2021-06-15T09:43:59.375Z""",-0.058174479,0.021026042,-0.01821875
4,"""2021-06-15T09:43:58.000Z""","""2021-06-15T09:43:59.395Z""",0.035575521,0.028838542,-0.08071875
4,"""2021-06-15T09:43:58.000Z""","""2021-06-15T09:43:59.415Z""",0.113700521,-0.057098958,0.00521875
4,"""2021-06-15T09:43:58.000Z""","""2021-06-15T09:43:59.435Z""",0.043388021,0.013213542,0.04428125
4,"""2021-06-15T09:43:58.000Z""","""2021-06-15T09:43:59.455Z""",0.027763021,0.021026042,-0.09634375
4,"""2021-06-15T09:43:58.000Z""","""2021-06-15T09:43:59.475Z""",0.012138021,0.036651042,0.0325625
4,"""2021-06-15T09:43:58.000Z""","""2021-06-15T09:43:59.495Z""",-0.038643229,-0.006317708,-0.03384375
4,"""2021-06-15T09:43:58.000Z""","""2021-06-15T09:43:59.515Z""",-0.050361979,-0.010223958,-0.0455625
4,"""2021-06-15T09:43:58.000Z""","""2021-06-15T09:43:59.535Z""",0.000419271,0.021026042,0.01303125
4,"""2021-06-15T09:43:58.000Z""","""2021-06-15T09:43:59.555Z""",-0.015205729,-0.018036458,-0.03384375
4,"""2021-06-15T09:43:58.000Z""","""2021-06-15T09:43:59.575Z""",0.051200521,-0.041473958,0.01303125
4,"""2021-06-15T09:43:58.000Z""","""2021-06-15T09:43:59.595Z""",-0.058174479,-0.057098958,-0.08853125
4,"""2021-06-15T09:43:58.000Z""","""2021-06-15T09:43:59.615Z""",-0.058174479,0.021026042,-0.05728125
4,"""2021-06-15T09:43:58.000Z""","""2021-06-15T09:43:59.635Z""",-0.073799479,-0.041473958,-0.11196875
4,"""2021-06-15T09:43:58.000Z""","""2021-06-15T09:43:59.655Z""",0.023856771,0.005401042,-0.01040625
4,"""2021-06-15T09:43:58.000Z""","""2021-06-15T09:43:59.675Z""",-0.015205729,-0.002411458,-0.04946875
4,"""2021-06-15T09:43:58.000Z""","""2021-06-15T09:43:59.695Z""",0.004325521,-0.029755208,-0.01821875
4,"""2021-06-15T09:43:58.000Z""","""2021-06-15T09:43:59.715Z""",-0.015205729,0.032744792,0.0169375
4,"""2021-06-15T09:43:58.000Z""","""2021-06-15T09:43:59.735Z""",-0.019111979,0.021026042,-0.00259375
4,"""2021-06-15T09:43:58.000Z""","""2021-06-15T09:43:59.755Z""",-0.003486979,0.021026042,0.03646875
4,"""2021-06-15T09:43:58.000Z""","""2021-06-15T09:43:59.775Z""",0.004325521,0.021026042,-0.02603125
4,"""2021-06-15T09:43:58.000Z""","""2021-06-15T09:43:59.795Z""",0.004325521,-0.041473958,0.00521875
4,"""2021-06-15T09:43:58.000Z""","""2021-06-15T09:43:59.815Z""",0.043388021,0.052276042,0.06771875
4,"""2021-06-15T09:43:58.000Z""","""2021-06-15T09:43:59.835Z""",-0.050361979,-0.010223958,0.01303125
4,"""2021-06-15T09:43:58.000Z""","""2021-06-15T09:43:59.855Z""",0.012138021,0.040557292,0.07553125
4,"""2021-06-15T09:43:58.000Z""","""2021-06-15T09:43:59.875Z""",-0.038643229,0.009307292,-0.04165625
4,"""2021-06-15T09:43:58.000Z""","""2021-06-15T09:43:59.895Z""",0.000419271,0.017119792,0.04428125
4,"""2021-06-15T09:43:58.000Z""","""2021-06-15T09:43:59.915Z""",-0.007393229,-0.041473958,-0.05728125
4,"""2021-06-15T09:43:58.000Z""","""2021-06-15T09:43:59.935Z""",0.027763021,0.021026042,-0.00259375
4,"""2021-06-15T09:43:58.000Z""","""2021-06-15T09:43:59.955Z""",0.004325521,-0.033661458,-0.04165625
4,"""2021-06-15T09:43:58.000Z""","""2021-06-15T09:43:59.975Z""",-0.019111979,0.075713542,0.02084375
4,"""2021-06-15T09:43:58.000Z""","""2021-06-15T09:43:59.995Z""",-0.073799479,-0.057098958,0.01303125
4,"""2021-06-15T09:43:58.000Z""","""2021-06-15T09:44:00.015Z""",-0.054268229,-0.103973958,-0.0065
4,"""2021-06-15T09:43:58.000Z""","""2021-06-15T09:44:00.035Z""",-0.065986979,-0.061005208,0.02084375
4,"""2021-06-15T09:43:58.000Z""","""2021-06-15T09:44:00.055Z""",-0.097236979,-0.084442708,0.00521875
4,"""2021-06-15T09:43:58.000Z""","""2021-06-15T09:44:00.075Z""",-0.038643229,-0.049286458,0.01303125
4,"""2021-06-15T09:43:58.000Z""","""2021-06-15T09:44:00.095Z""",-0.046455729,-0.072723958,0.04428125
4,"""2021-06-15T09:43:58.000Z""","""2021-06-15T09:44:00.115Z""",-0.073799479,-0.010223958,-0.00259375
4,"""2021-06-15T09:43:58.000Z""","""2021-06-15T09:44:00.135Z""",0.027763021,-0.049286458,0.11459375
4,"""2021-06-15T09:43:58.000Z""","""2021-06-15T09:44:00.155Z""",-0.003486979,0.013213542,0.08334375
4,"""2021-06-15T09:43:58.000Z""","""2021-06-15T09:44:00.175Z""",-0.058174479,0.060088542,0.13021875
4,"""2021-06-15T09:43:58.000Z""","""2021-06-15T09:44:00.195Z""",0.043388021,0.216338542,0.02865625
4,"""2021-06-15T09:43:58.000Z""","""2021-06-15T09:44:00.215Z""",0.215263021,0.313994792,-0.05728125
4,"""2021-06-15T09:43:58.000Z""","""2021-06-15T09:44:00.235Z""",0.109794271,0.290557292,-0.17446875
4,"""2021-06-15T09:43:58.000Z""","""2021-06-15T09:44:00.255Z""",0.156669271,0.267119792,-0.04165625
4,"""2021-06-15T09:43:58.000Z""","""2021-06-15T09:44:00.275Z""",0.203544271,0.212432292,0.10678125
4,"""2021-06-15T09:43:58.000Z""","""2021-06-15T09:44:00.295Z""",0.246513021,0.169463542,-0.08071875
4,"""2021-06-15T09:43:58.000Z""","""2021-06-15T09:44:00.315Z""",0.160575521,0.021026042,0.17709375
4,"""2021-06-15T09:43:58.000Z""","""2021-06-15T09:44:00.335Z""",0.051200521,0.075713542,0.19271875
4,"""2021-06-15T09:43:58.000Z""","""2021-06-15T09:44:00.355Z""",-0.120674479,-0.010223958,0.17709375
4,"""2021-06-15T09:43:58.000Z""","""2021-06-15T09:44:00.375Z""",-0.065986979,-0.088348958,0.16928125
4,"""2021-06-15T09:43:58.000Z""","""2021-06-15T09:44:00.395Z""",-0.112861979,-0.244598958,-0.00259375
4,"""2021-06-15T09:43:58.000Z""","""2021-06-15T09:44:00.415Z""",-0.159736979,-0.182098958,0.01303125
4,"""2021-06-15T09:43:58.000Z""","""2021-06-15T09:44:00.435Z""",-0.218330729,-0.166473958,0.00521875
4,"""2021-06-15T09:43:58.000Z""","""2021-06-15T09:44:00.455Z""",-0.187080729,-0.248505208,0.10678125
4,"""2021-06-15T09:43:58.000Z""","""2021-06-15T09:44:00.475Z""",-0.085518229,-0.228973958,0.0950625
4,"""2021-06-15T09:43:58.000Z""","""2021-06-15T09:44:00.495Z""",-0.077705729,-0.342255208,-0.10025
4,"""2021-06-15T09:43:58.000Z""","""2021-06-15T09:44:00.515Z""",0.000419271,-0.318817708,-0.01040625
4,"""2021-06-15T09:43:58.000Z""","""2021-06-15T09:44:00.535Z""",-0.019111979,-0.268036458,0.08334375
4,"""2021-06-15T09:43:58.000Z""","""2021-06-15T09:44:00.555Z""",-0.058174479,-0.189911458,0.05990625
4,"""2021-06-15T09:43:58.000Z""","""2021-06-15T09:44:00.575Z""",-0.112861979,-0.057098958,0.32553125
4,"""2021-06-15T09:43:58.000Z""","""2021-06-15T09:44:00.595Z""",0.051200521,0.044463542,0.10678125
4,"""2021-06-15T09:43:58.000Z""","""2021-06-15T09:44:00.615Z""",0.191825521,0.130401042,0.15365625
4,"""2021-06-15T09:43:58.000Z""","""2021-06-15T09:44:00.635Z""",0.191825521,0.153838542,0.08334375
4,"""2021-06-15T09:43:58.000Z""","""2021-06-15T09:44:00.655Z""",0.156669271,0.165557292,-0.00259375
4,"""2021-06-15T09:43:58.000Z""","""2021-06-15T09:44:00.675Z""",0.219169271,0.278838542,-0.22915625
4,"""2021-06-15T09:43:58.000Z""","""2021-06-15T09:44:00.695Z""",0.133231771,0.396026042,-0.0924375
4,"""2021-06-15T09:43:58.000Z""","""2021-06-15T09:44:00.715Z""",-0.058174479,0.271026042,0.1419375
4,"""2021-06-15T09:43:58.000Z""","""2021-06-15T09:44:00.735Z""",0.101981771,0.372588542,-0.0299375
4,"""2021-06-15T09:43:58.000Z""","""2021-06-15T09:44:00.755Z""",0.160575521,0.255401042,-0.14321875
4,"""2021-06-15T09:43:58.000Z""","""2021-06-15T09:44:00.775Z""",0.113700521,0.099151042,-0.36196875
4,"""2021-06-15T09:43:58.000Z""","""2021-06-15T09:44:00.795Z""",-0.097236979,-0.127411458,-0.17446875
4,"""2021-06-15T09:43:58.000Z""","""2021-06-15T09:44:00.815Z""",-0.065986979,-0.213348958,-0.15103125
4,"""2021-06-15T09:43:58.000Z""","""2021-06-15T09:44:00.835Z""",0.004325521,-0.197723958,0.07553125
4,"""2021-06-15T09:43:58.000Z""","""2021-06-15T09:44:00.855Z""",-0.202705729,-0.174286458,0.03646875
4,"""2021-06-15T09:43:58.000Z""","""2021-06-15T09:44:00.875Z""",-0.046455729,-0.119598958,-0.0924375
4,"""2021-06-15T09:43:58.000Z""","""2021-06-15T09:44:00.895Z""",-0.089424479,-0.338348958,-0.18228125
4,"""2021-06-15T09:43:58.000Z""","""2021-06-15T09:44:00.915Z""",0.070731771,0.013213542,-0.12759375
4,"""2021-06-15T09:43:58.000Z""","""2021-06-15T09:44:00.935Z""",0.144950521,-0.322723958,-0.13540625
4,"""2021-06-15T09:43:58.000Z""","""2021-06-15T09:44:00.955Z""",-0.206611979,-0.205536458,-0.03384375
4,"""2021-06-15T09:43:58.000Z""","""2021-06-15T09:44:00.975Z""",-0.097236979,-0.369598958,-0.04165625
4,"""2021-06-15T09:43:58.000Z""","""2021-06-15T09:44:00.995Z""",-0.206611979,-0.174286458,0.09115625
4,"""2021-06-15T09:43:58.000Z""","""2021-06-15T09:44:01.015Z""",-0.183174479,-0.111786458,-0.08853125
4,"""2021-06-15T09:43:58.000Z""","""2021-06-15T09:44:01.035Z""",0.004325521,-0.029755208,-0.05728125
4,"""2021-06-15T09:43:58.000Z""","""2021-06-15T09:44:01.055Z""",0.316825521,0.302276042,-0.1236875
4,"""2021-06-15T09:43:58.000Z""","""2021-06-15T09:44:01.075Z""",0.098075521,0.177276042,0.03646875
4,"""2021-06-15T09:43:58.000Z""","""2021-06-15T09:44:01.095Z""",0.148856771,0.224151042,0.01303125
4,"""2021-06-15T09:43:58.000Z""","""2021-06-15T09:44:01.115Z""",0.223075521,0.247588542,0.08334375
4,"""2021-06-15T09:43:58.000Z""","""2021-06-15T09:44:01.135Z""",0.254325521,0.282744792,0.01303125
4,"""2021-06-15T09:43:58.000Z""","""2021-06-15T09:44:01.155Z""",0.144950521,0.200713542,-0.00259375
4,"""2021-06-15T09:43:58.000Z""","""2021-06-15T09:44:01.175Z""",0.105888021,0.325713542,0.02084375
4,"""2021-06-15T09:43:58.000Z""","""2021-06-15T09:44:01.195Z""",0.121513021,0.200713542,-0.15884375
4,"""2021-06-15T09:43:58.000Z""","""2021-06-15T09:44:01.215Z""",0.027763021,0.474151042,0.42709375
4,"""2021-06-15T09:43:58.000Z""","""2021-06-15T09:44:01.235Z""",0.269950521,0.271026042,0.02084375
4,"""2021-06-15T09:43:58.000Z""","""2021-06-15T09:44:01.255Z""",-0.011299479,-0.025848958,-0.01040625
4,"""2021-06-15T09:43:58.000Z""","""2021-06-15T09:44:01.275Z""",0.016044271,-0.252411458,0.0481875
4,"""2021-06-15T09:43:58.000Z""","""2021-06-15T09:44:01.295Z""",-0.112861979,-0.103973958,0.0950625
4,"""2021-06-15T09:43:58.000Z""","""2021-06-15T09:44:01.315Z""",-0.265205729,-0.061005208,0.01303125
4,"""2021-06-15T09:43:58.000Z""","""2021-06-15T09:44:01.335Z""",-0.128486979,-0.221161458,0.27865625
4,"""2021-06-15T09:43:58.000Z""","""2021-06-15T09:44:01.355Z""",-0.003486979,-0.549286458,-0.37759375
4,"""2021-06-15T09:43:58.000Z""","""2021-06-15T09:44:01.375Z""",-0.667549479,0.052276042,0.41146875
4,"""2021-06-15T09:43:58.000Z""","""2021-06-15T09:44:01.395Z""",-0.128486979,0.083526042,0.14584375
4,"""2021-06-15T09:43:58.000Z""","""2021-06-15T09:44:01.415Z""",-0.159736979,-0.346161458,0.02084375
4,"""2021-06-15T09:43:58.000Z""","""2021-06-15T09:44:01.435Z""",-0.046455729,-0.201630208,-0.11196875
4,"""2021-06-15T09:43:58.000Z""","""2021-06-15T09:44:01.455Z""",-0.187080729,-0.061005208,0.00521875
4,"""2021-06-15T09:43:58.000Z""","""2021-06-15T09:44:01.475Z""",-0.089424479,-0.037567708,0.05209375
4,"""2021-06-15T09:43:58.000Z""","""2021-06-15T09:44:01.495Z""",-0.007393229,-0.127411458,0.02084375
4,"""2021-06-15T09:43:58.000Z""","""2021-06-15T09:44:01.515Z""",0.082450521,0.071807292,-0.16275
4,"""2021-06-15T09:43:58.000Z""","""2021-06-15T09:44:01.535Z""",0.223075521,0.192901042,0.01303125
4,"""2021-06-15T09:43:58.000Z""","""2021-06-15T09:44:01.555Z""",-0.315986979,0.114776042,0.26303125
4,"""2021-06-15T09:43:58.000Z""","""2021-06-15T09:44:01.575Z""",0.129325521,0.255401042,-0.04165625
4,"""2021-06-15T09:43:58.000Z""","""2021-06-15T09:44:01.595Z""",0.160575521,0.294463542,-0.11196875
4,"""2021-06-15T09:43:58.000Z""","""2021-06-15T09:44:01.615Z""",0.215263021,0.271026042,-0.03384375
4,"""2021-06-15T09:43:58.000Z""","""2021-06-15T09:44:01.635Z""",0.164481771,0.235869792,-0.03775
4,"""2021-06-15T09:43:58.000Z""","""2021-06-15T09:44:01.655Z""",0.152763021,0.212432292,0.06771875
4,"""2021-06-15T09:43:58.000Z""","""2021-06-15T09:44:01.675Z""",-0.097236979,0.028838542,-0.19790625
4,"""2021-06-15T09:43:58.000Z""","""2021-06-15T09:44:01.695Z""",0.121513021,0.118682292,-0.0768125
4,"""2021-06-15T09:43:58.000Z""","""2021-06-15T09:44:01.715Z""",0.004325521,-0.135223958,-0.08853125
4,"""2021-06-15T09:43:58.000Z""","""2021-06-15T09:44:01.735Z""",-0.058174479,-0.213348958,-0.08071875
4,"""2021-06-15T09:43:58.000Z""","""2021-06-15T09:44:01.755Z""",-0.245674479,-0.143036458,0.00521875
4,"""2021-06-15T09:43:58.000Z""","""2021-06-15T09:44:01.775Z""",-0.026924479,-0.080536458,-0.20571875
4,"""2021-06-15T09:43:58.000Z""","""2021-06-15T09:44:01.795Z""",0.043388021,-0.283661458,-0.08071875
4,"""2021-06-15T09:43:58.000Z""","""2021-06-15T09:44:01.815Z""",-0.069893229,-0.217255208,-0.01821875
4,"""2021-06-15T09:43:58.000Z""","""2021-06-15T09:44:01.835Z""",-0.101143229,-0.287567708,-0.053375
4,"""2021-06-15T09:43:58.000Z""","""2021-06-15T09:44:01.855Z""",-0.171455729,-0.197723958,-0.03384375
4,"""2021-06-15T09:43:58.000Z""","""2021-06-15T09:44:01.875Z""",-0.089424479,-0.225067708,-0.08071875
4,"""2021-06-15T09:43:58.000Z""","""2021-06-15T09:44:01.895Z""",-0.140205729,-0.154755208,0.009125
4,"""2021-06-15T09:43:58.000Z""","""2021-06-15T09:44:01.915Z""",-0.159736979,-0.080536458,0.02084375
4,"""2021-06-15T09:43:58.000Z""","""2021-06-15T09:44:01.935Z""",0.004325521,-0.033661458,-0.14321875
4,"""2021-06-15T09:43:58.000Z""","""2021-06-15T09:44:01.955Z""",-0.058174479,-0.033661458,0.08334375
4,"""2021-06-15T09:43:58.000Z""","""2021-06-15T09:44:01.975Z""",0.129325521,0.028838542,0.02865625
4,"""2021-06-15T09:43:58.000Z""","""2021-06-15T09:44:01.995Z""",0.164481771,0.149932292,0.06771875
4,"""2021-06-15T09:43:58.000Z""","""2021-06-15T09:44:02.015Z""",0.129325521,0.228057292,-0.04165625
4,"""2021-06-15T09:43:58.000Z""","""2021-06-15T09:44:02.035Z""",0.141044271,0.208526042,-0.1236875
4,"""2021-06-15T09:43:58.000Z""","""2021-06-15T09:44:02.055Z""",0.109794271,0.212432292,-0.01821875
4,"""2021-06-15T09:43:58.000Z""","""2021-06-15T09:44:02.075Z""",0.105888021,0.185088542,0.0169375
4,"""2021-06-15T09:43:58.000Z""","""2021-06-15T09:44:02.095Z""",0.043388021,0.192901042,0.01303125
4,"""2021-06-15T09:43:58.000Z""","""2021-06-15T09:44:02.115Z""",0.035575521,0.161651042,-0.08071875
4,"""2021-06-15T09:43:58.000Z""","""2021-06-15T09:44:02.135Z""",0.144950521,0.302276042,-0.17446875
4,"""2021-06-15T09:43:58.000Z""","""2021-06-15T09:44:02.155Z""",0.223075521,0.146026042,-0.26040625
4,"""2021-06-15T09:43:58.000Z""","""2021-06-15T09:44:02.175Z""",0.082450521,-0.150848958,-0.23696875
4,"""2021-06-15T09:43:58.000Z""","""2021-06-15T09:44:02.195Z""",-0.190986979,-0.107880208,-0.20571875
4,"""2021-06-15T09:43:58.000Z""","""2021-06-15T09:44:02.215Z""",-0.155830729,-0.158661458,-0.0455625
4,"""2021-06-15T09:43:58.000Z""","""2021-06-15T09:44:02.235Z""",-0.148018229,-0.256317708,0.02865625
4,"""2021-06-15T09:43:58.000Z""","""2021-06-15T09:44:02.255Z""",-0.101143229,-0.150848958,-0.069
4,"""2021-06-15T09:43:58.000Z""","""2021-06-15T09:44:02.275Z""",-0.245674479,-0.182098958,-0.02603125
4,"""2021-06-15T09:43:58.000Z""","""2021-06-15T09:44:02.295Z""",-0.159736979,-0.205536458,-0.11978125
4,"""2021-06-15T09:43:58.000Z""","""2021-06-15T09:44:02.315Z""",-0.034736979,-0.252411458,-0.11978125
4,"""2021-06-15T09:43:58.000Z""","""2021-06-15T09:44:02.335Z""",-0.159736979,-0.119598958,-0.11196875
4,"""2021-06-15T09:43:58.000Z""","""2021-06-15T09:44:02.355Z""",-0.120674479,0.075713542,-0.79946875
4,"""2021-06-15T09:43:58.000Z""","""2021-06-15T09:44:02.375Z""",0.059013021,0.122588542,-0.33853125
4,"""2021-06-15T09:43:58.000Z""","""2021-06-15T09:44:02.395Z""",-0.062080729,-0.064911458,0.09115625
4,"""2021-06-15T09:43:58.000Z""","""2021-06-15T09:44:02.415Z""",-0.050361979,0.001494792,0.36459375
4,"""2021-06-15T09:43:58.000Z""","""2021-06-15T09:44:02.435Z""",0.090263021,0.333526042,0.16928125
4,"""2021-06-15T09:43:58.000Z""","""2021-06-15T09:44:02.455Z""",0.207450521,0.224151042,0.040375
4,"""2021-06-15T09:43:58.000Z""","""2021-06-15T09:44:02.475Z""",0.137138021,0.450713542,-0.09634375
4,"""2021-06-15T09:43:58.000Z""","""2021-06-15T09:44:02.495Z""",0.238700521,0.263213542,-0.01821875
4,"""2021-06-15T09:43:58.000Z""","""2021-06-15T09:44:02.515Z""",0.082450521,0.161651042,0.18490625
4,"""2021-06-15T09:43:58.000Z""","""2021-06-15T09:44:02.535Z""",0.035575521,0.099151042,-0.01821875
4,"""2021-06-15T09:43:58.000Z""","""2021-06-15T09:44:02.555Z""",0.137138021,0.192901042,0.07553125
4,"""2021-06-15T09:43:58.000Z""","""2021-06-15T09:44:02.575Z""",0.155367188,0.130401042,0.250010417
4,"""2021-06-15T09:43:58.000Z""","""2021-06-15T09:44:02.595Z""",0.043388021,0.153838542,0.16146875
4,"""2021-06-15T09:43:58.000Z""","""2021-06-15T09:44:02.615Z""",0.090263021,-0.115692708,0.02475
4,"""2021-06-15T09:43:58.000Z""","""2021-06-15T09:44:02.635Z""",-0.138903646,-0.067515625,0.127614583
4,"""2021-06-15T09:43:58.000Z""","""2021-06-15T09:44:02.655Z""",-0.245674479,-0.213348958,-0.21353125
4,"""2021-06-15T09:43:58.000Z""","""2021-06-15T09:44:02.675Z""",-0.245674479,-0.291473958,-0.18228125
4,"""2021-06-15T09:43:58.000Z""","""2021-06-15T09:44:02.695Z""",-0.101143229,-0.225067708,-0.22134375
4,"""2021-06-15T09:43:58.000Z""","""2021-06-15T09:44:02.715Z""",-0.210518229,-0.174286458,-0.0924375
